Identifier (RIC),Company Name,GICS Industry Name,Year,Board Cultural Diversity Percent,Board Gender Diversity Percent Score,Board Size,DIR Diversity Score,DIR Inclusion Score,EBITDA,Employees Prd/Prd Avg FY,Executive Members Gender Diversity Percent Score,Executives Cultural Diversity Score,Total Capital,Training Hours Total,Women Employees Score,Industry Group
ALSEA.MX,Alsea SAB de CV,Hotels Restaurants & Leisure,2018,8.33,63.33,12,26,21,323130909.4,72027.5,51.09,65,2003689811,1891291.35,21.79,Industrial & Services
ALSEA.MX,Alsea SAB de CV,Hotels Restaurants & Leisure,2019,9.09,67.65,11,52,19,683801162.5,76373.5,64.42,65,3190619551,2024009.46,34.31,Industrial & Services
ALSEA.MX,Alsea SAB de CV,Hotels Restaurants & Leisure,2020,9.09,65.74,11,43.23714286,26.48285714,359200895.8,70381,66.36,75,3278450858,953187,42.4,Industrial & Services
ALSEA.MX,Alsea SAB de CV,Hotels Restaurants & Leisure,2021,16.67,54.31,12,48,19,609933030.7,65231.5,40.32,75,3153232147,1372746.69,42.58,Industrial & Services
ALSEA.MX,Alsea SAB de CV,Hotels Restaurants & Leisure,2022,18.18,77.45,11,45.66,24.38,723673872.9,73283.5,76.47,50,3024971963,2684343.3,50.83,Industrial & Services
ALSEA.MX,Alsea SAB de CV,Hotels Restaurants & Leisure,2023,18.18,69.52,11,52,24,934958888.8,73371.5,76.67,50,3192996579,2726640,56.97,Industrial & Services
ALSEA.MX,Alsea SAB de CV,Hotels Restaurants & Leisure,2024,16.67,86.63,12,55,54,817050966.2,75338,50,75,2868486337,1900000,59.48,Industrial & Services
AMA.MC,Amadeus IT Group SA,Hotels Restaurants & Leisure,2017,21.04285714,16.67,11,42.09285714,26.13285714,2363695253,14422,74,59.91,5746572138,271897.8975,79.47,Industrial & Services
AMA.MC,Amadeus IT Group SA,Hotels Restaurants & Leisure,2018,8.33,35.58,12,37,27,2326245527,15941.5,66.98,59.91,8109918341,271897.8975,76.96,Industrial & Services
AMA.MC,Amadeus IT Group SA,Hotels Restaurants & Leisure,2019,9.09,39.47,11,42,24,2520794565,17354.5,68.18,59.91,8256395310,271897.8975,76.09,Industrial & Services
AMA.MC,Amadeus IT Group SA,Hotels Restaurants & Leisure,2020,7.69,20,13,34,28,262457254.5,17169.5,61.88,59.91,11469345383,271897.8975,73.74,Industrial & Services
AMA.MC,Amadeus IT Group SA,Hotels Restaurants & Leisure,2021,15.38,31.65,13,37.65,25.93,746652115.6,16243,48.82,62.5,9887229157,193552.7,74.64,Industrial & Services
AMA.MC,Amadeus IT Group SA,Hotels Restaurants & Leisure,2022,25,85.44,12,40,29,1821489726,16594,32.28,70,9594071062,262615.95,69.39,Industrial & Services
AMA.MC,Amadeus IT Group SA,Hotels Restaurants & Leisure,2023,36.36,90.12,11,49,26,2392923753,17940.5,17.28,50,8570955602,260838.47,61.33,Industrial & Services
AMA.MC,Amadeus IT Group SA,Hotels Restaurants & Leisure,2024,45.45,84.42,11,55,23,2422507506,16523.57143,20.13,57.14,8735997515,370584.47,68.2,Industrial & Services
AMSJ.J,Anglo American Platinum Ltd,Metals & Mining,2017,30.77,35.6,13,32,36,1035654749,28471,69.44,16.67,4223461246,2471014,51.13,Industrial & Services
AMSJ.J,Anglo American Platinum Ltd,Metals & Mining,2018,30.77,30.4,13,49,33,1050232448,26740.5,69.29,16.67,3743700905,2480220,56.47,Industrial & Services
AMSJ.J,Anglo American Platinum Ltd,Metals & Mining,2019,45.45,34.4,11,37,31,2164474013,25028.5,91.8,16.67,4411485168,1179550,60.71,Industrial & Services
AMSJ.J,Anglo American Platinum Ltd,Metals & Mining,2020,45.45,25.2,11,32,33,3042865507,23445,79.39,16.67,5404281104,1273908,67.01,Industrial & Services
AMSJ.J,Anglo American Platinum Ltd,Metals & Mining,2021,30.77,60.42,13,37,46,6935424366,23580,94.64,16.67,6438303913,800547,73.61,Industrial & Services
AMSJ.J,Anglo American Platinum Ltd,Metals & Mining,2022,15.38,90.76,13,47.5,37.73,4388452401,26268.33333,85.71,16.67,5729105408,2152227,80.88,Industrial & Services
AMSJ.J,Anglo American Platinum Ltd,Metals & Mining,2023,7.69,90.25,13,49,35,1365481178,26268.33333,85.59,16.67,5889116190,1449411,72.22,Industrial & Services
AMSJ.J,Anglo American Platinum Ltd,Metals & Mining,2024,7.14,39.22,14,45,35,1268288543,30345,67.24,16.67,5781619683,11710438,85.8,Industrial & Services
AMXB.MX,America Movil SAB de CV,Wireless Telecommunication Services,2017,6.67,25.61,15,36,20,13249096346,193029,55.95,25,48784528502,4966587,63.4,Industrial & Services
AMXB.MX,America Movil SAB de CV,Wireless Telecommunication Services,2018,6.67,23.33,15,33,20,15033871733,190656.5,51.09,25,45049967414,6166062,80.19,Industrial & Services
AMXB.MX,America Movil SAB de CV,Wireless Telecommunication Services,2019,6.25,53.92,16,38,21,16578903303,190485.5,47.12,25,51347850727,5624093,64.34,Industrial & Services
AMXB.MX,America Movil SAB de CV,Wireless Telecommunication Services,2020,6.53,53.7,13,36,27,15587895023,189187,50,25,52983131951,6703305,53.52,Industrial & Services
AMXB.MX,America Movil SAB de CV,Wireless Telecommunication Services,2021,6.53,47.41,13,31.06,82.99,15786456973,184028,31.67,25,54509008298,14574378,68.66,Industrial & Services
AMXB.MX,America Movil SAB de CV,Wireless Telecommunication Services,2022,6.53,81.86,15,44,23,16901474427,178609.5,43.63,25,55590405875,11053505,71.48,Industrial & Services
AMXB.MX,America Movil SAB de CV,Wireless Telecommunication Services,2023,6.53,78.1,14,40,24,18799163029,176048.5,38.57,25,61787695529,9145084,64.42,Industrial & Services
AMXB.MX,America Movil SAB de CV,Wireless Telecommunication Services,2024,6.53,76.73,14,34,1,16533785357,177274.5,38.12,25,58515698161,7579524,17.38,Industrial & Services
AOO.BR,Aedifica NV,Health Care REITs,2017,17.045,73.78833333,11.16666667,40.095,15.33333333,75911266.46,46,70.46,57.69,1715729413,1865.583333,28.45833333,Industrial & Services
AOO.BR,Aedifica NV,Health Care REITs,2018,17.045,73.78833333,11.16666667,40.095,15.33333333,91220178.98,57,70.46,57.69,1964394701,1865.583333,28.45833333,Industrial & Services
AOO.BR,Aedifica NV,Health Care REITs,2019,17.045,95.92,11,54,0,111171361.7,60.5,65.31,57.69,2598915490,1050,63.91,Industrial & Services
AOO.BR,Aedifica NV,Health Care REITs,2020,17.045,80.19,10,55,0,184199480,77.5,89.62,57.69,4754842452,1483.5,47.27,Industrial & Services
AOO.BR,Aedifica NV,Health Care REITs,2021,9.09,57.69,11,41,0,217637496.3,77.5,79.21,57.69,5600142100,2097,19.49,Industrial & Services
AOO.BR,Aedifica NV,Health Care REITs,2022,9.09,59.82,11,31.57,30,228423587.3,106,68.75,57.69,6225748074,1892,9.44,Industrial & Services
AOO.BR,Aedifica NV,Health Care REITs,2023,25,75,12,34,31,295831723.9,118,56.48,57.69,6554206350,2020,17.13,Industrial & Services
AOO.BR,Aedifica NV,Health Care REITs,2024,25,74.11,12,25,31,269200745.4,77.5,63.39,57.69,6379265970,2651,13.51,Industrial & Services
APAM.AS,Aperam SA,Metals & Mining,2017,85.71,81.25,7,45,0,658455670.3,9600,71.88,50,3342000000,316371,34.75,Industrial & Services
APAM.AS,Aperam SA,Metals & Mining,2018,85.71,79.55,7,41,0,578034682.1,9640,62.5,87.5,3172309386,329025,34.08,Industrial & Services
APAM.AS,Aperam SA,Metals & Mining,2019,85.71,76.79,7,39,0,399076295.3,9675,62.96,90,3215030379,324051,35,Industrial & Services
APAM.AS,Aperam SA,Metals & Mining,2020,85.71,69.7,7,40,0,359062042,9585,66.18,57.69,3210796287,341741,38.73,Industrial & Services
APAM.AS,Aperam SA,Metals & Mining,2021,85.71,77.5,7,34,0,1458518064,9500,38.79,53.57,4482413660,184201,36.11,Industrial & Services
APAM.AS,Aperam SA,Metals & Mining,2022,83.33,73.81,6,44,2.142857143,1114083904,10100,46.43,60.71,4620077055,293009,38.97,Industrial & Services
APAM.AS,Aperam SA,Metals & Mining,2023,85.71,88.1,7,50,4,323353161.3,10900,57.14,67.86,4838157880,340368,43.33,Industrial & Services
APAM.AS,Aperam SA,Metals & Mining,2024,85.71,87.8,7,59,11,698654831.3,9857.142857,52.44,80,4271663733,415421,50.12,Industrial & Services
ARDS.AS,Arcadis NV,Professional Services,2017,58.015,63.04666667,6.5,60.11833333,35.42833333,272694665.4,26081.5,88.865,68.355,2004626864,1388584,94.21333333,Industrial & Services
ARDS.AS,Arcadis NV,Professional Services,2018,58.015,63.04666667,6.5,60.11833333,35.42833333,252774337.1,26245,88.865,68.355,1757590146,1388584,94.21333333,Industrial & Services
ARDS.AS,Arcadis NV,Professional Services,2019,57.14,64.02,7,37,0,370272179,26575,74,55.77,2093771719,1388584,95.16,Industrial & Services
ARDS.AS,Arcadis NV,Professional Services,2020,57.14,56.55,7,40,24,421657303.4,26424.5,80.26,59.52,2009498046,1388584,94.95,Industrial & Services
ARDS.AS,Arcadis NV,Professional Services,2021,66.67,60.92,6,63.71,28.57,387121160.5,26480,89.19,71.25,1751032217,1005800,93.75,Industrial & Services
ARDS.AS,Arcadis NV,Professional Services,2022,50,52.72,6,67,40,400310145.6,31275,94.02,79.55,2441858947,1110968,93.82,Industrial & Services
ARDS.AS,Arcadis NV,Professional Services,2023,60,45.74,6,76,60,548884817.9,35808,96.28,78.41,2454195314,1709616,93.26,Industrial & Services
ARDS.AS,Arcadis NV,Professional Services,2024,57.14,98.33,7,77,60,564240604.6,34029,99.44,65.63,2428822860,1727952,94.34,Industrial & Services
ASII.JK,Astra International Tbk PT,Industrial Conglomerates,2017,50,60.26,12,27,0,2135790638,143219,29.49,25,17064725396,5865168.518,28.26,Industrial & Services
ASII.JK,Astra International Tbk PT,Industrial Conglomerates,2018,58.33,60.71,12,36,29,2577878261,147707.5,41.67,16.97,18106226087,5865168.518,23.91,Industrial & Services
ASII.JK,Astra International Tbk PT,Industrial Conglomerates,2019,70,60.47,10,36,71,2916426513,149387,43.02,16.97,20105475504,5865168.518,15,Industrial & Services
ASII.JK,Astra International Tbk PT,Industrial Conglomerates,2020,70,61.96,10,35,86,1955270655,137393,42.39,10.53,19582264957,5865168.518,21.67,Industrial & Services
ASII.JK,Astra International Tbk PT,Industrial Conglomerates,2021,50,58,10,32,71,2750456140,125305.5,44.44,8.33,20217614035,10689173.25,14.1,Industrial & Services
ASII.JK,Astra International Tbk PT,Industrial Conglomerates,2022,40,51.2,10,41.51,73.33,3520398330,127391,38.55,11.67,20201798908,3643608.4,9.38,Industrial & Services
ASII.JK,Astra International Tbk PT,Industrial Conglomerates,2023,60,47.8,10,40,75,3868528743,133336.5,42.86,24.07,22327638844,4199921.57,12.04,Industrial & Services
ASII.JK,Astra International Tbk PT,Industrial Conglomerates,2024,60,45.7,10,43,79,3802237415,135597.5,40.86,22.22,23130453698,4927970.85,6.25,Industrial & Services
ASTR.KL,Astro Malaysia Holdings Bhd,Media,2017,20,80.17,10,45,0,494457768.7,4307.5,81.67,10.5,911350271,28372.44286,72.5,Industrial & Services
ASTR.KL,Astro Malaysia Holdings Bhd,Media,2018,37.5,51.69,8,55,0,569529170.4,4736,87.7,10.5,1184385434,60880,66.67,Industrial & Services
ASTR.KL,Astro Malaysia Holdings Bhd,Media,2019,37.5,51.54,8,58,27,487195896.4,4611,84.56,10.5,1038001466,51820,56.85,Industrial & Services
ASTR.KL,Astro Malaysia Holdings Bhd,Media,2020,25,50.65,8,41,0,512122100.1,4679,95.01,4.55,1089210989,25942,61.96,Industrial & Services
ASTR.KL,Astro Malaysia Holdings Bhd,Media,2021,28.57,73.28,7,46,0,441838118.8,4624,85.2,10.98,1122209901,22415,61.93,Industrial & Services
ASTR.KL,Astro Malaysia Holdings Bhd,Media,2022,37.5,87.73,8,50.57142857,14.85714286,377811902.5,4340.5,84.46,1.22,1018261711,4191,63.71,Industrial & Services
ASTR.KL,Astro Malaysia Holdings Bhd,Media,2023,40,95.74,10,54,23,317761904.8,3907,87.34,2.42,1103762139,3623,56.25,Industrial & Services
ASTR.KL,Astro Malaysia Holdings Bhd,Media,2024,57.14,57.49,7,55,54,250459911.2,3255,93.15,33.33,1007882801,29736.1,57.63,Industrial & Services
ATCOa.ST,Atlas Copco AB,Machinery,2017,27.27,30.3,11,44.33333333,34.91666667,2840752527,39673,52.24,76.01666667,10454905690,1653715,42.79,Industrial & Services
ATCOa.ST,Atlas Copco AB,Machinery,2018,18.18,18.31,11,29,33,2754846143,35756.5,61.27,76.01666667,7471081289,1761163,42.86,Industrial & Services
ATCOa.ST,Atlas Copco AB,Machinery,2019,18.18,19.47,11,51,33,2928220466,37818,43.13,76.01666667,8216086306,1500000,49.12,Industrial & Services
ATCOa.ST,Atlas Copco AB,Machinery,2020,18.18,28.73,11,49,30,3133977699,39467,46.98,76.01666667,9514656474,1738997.543,47.24,Industrial & Services
ATCOa.ST,Atlas Copco AB,Machinery,2021,20,20.6,10,50,38,3242322329,41511,63.58,76.01666667,10231547040,1497106.8,45.49,Industrial & Services
ATCOa.ST,Atlas Copco AB,Machinery,2022,20,17.9,10,44,37.5,3489210016,45906.5,22.49,81.94,11176905782,1630244,47.08,Industrial & Services
ATCOa.ST,Atlas Copco AB,Machinery,2023,10,17.12,10,43,38,4660772822,50864.5,61.86,81.82,12326512367,1922802,49.57,Industrial & Services
ATCOa.ST,Atlas Copco AB,Machinery,2024,20,34.88,10,44.33333333,34.91666667,4299011316,53962,58.33,64.29,13434885257,2207952,52.51,Industrial & Services
ATRL.TO,Atkinsrealis Group Inc,Construction & Engineering,2017,45.45,56.23,11,38,0,412314966.5,35853,48.24,27.42,3528879375,250000,53.62,Industrial & Services
ATRL.TO,Atkinsrealis Group Inc,Construction & Engineering,2018,18.75,71.79,16,26,0,645969627.1,43700,51.6,27.42,6644590920,250000,45.39,Industrial & Services
ATRL.TO,Atkinsrealis Group Inc,Construction & Engineering,2019,26.67,70.15,15,40,21,409070910,52441.5,50.94,27.42,5370604238,250000,72.76833333,Industrial & Services
ATRL.TO,Atkinsrealis Group Inc,Construction & Engineering,2020,27.27,67.77,11,34,31,385192515,49462.5,75.18,27.42,4918341291,250000,72.76833333,Industrial & Services
ATRL.TO,Atkinsrealis Group Inc,Construction & Engineering,2021,45.45,61.3,11,54.07,15.38,138307148.5,42037,53.41,27.42,3981000000,250000,83.46,Industrial & Services
ATRL.TO,Atkinsrealis Group Inc,Construction & Engineering,2022,40,64.53,10,55,14,414353332.3,34286.5,44.92,27.42,4080012664,250000,82.58,Industrial & Services
ATRL.TO,Atkinsrealis Group Inc,Construction & Engineering,2023,27.27,74.02,11,56,14,335252786.2,32432.5,40.97,27.42,3964696288,250000,85.81,Industrial & Services
ATRL.TO,Atkinsrealis Group Inc,Construction & Engineering,2024,30,45.6,10,51,14,569488863.7,35561,49.9,27.42,4189646659,250000,85.75,Industrial & Services
AUDK.LU,RTL Group SA,Media,2017,81.82,30.77,11,49.63142857,46.23857143,1414003364,11199.71429,80.77,23.598,4796047098,98822.5,47.12,Industrial & Services
AUDK.LU,RTL Group SA,Media,2018,83.33,34.38,12,47,53,1560681854,10855,90.63,23.598,5094708557,98822.5,50.89,Industrial & Services
AUDK.LU,RTL Group SA,Media,2019,83.33,20.45,12,60,53,1400357831,10910,82.5,12.5,5100238554,100445,51.67,Industrial & Services
AUDK.LU,RTL Group SA,Media,2020,76.92,30.36,13,41,54,1521198126,10778,75.93,23.598,5655449185,97200,53.17,Industrial & Services
AUDK.LU,RTL Group SA,Media,2021,76.92,25.76,13,37,54,1292745481,10672.5,66.18,26.92,6719589643,98822.5,48.63,Industrial & Services
AUDK.LU,RTL Group SA,Media,2022,64.29,51.25,14,50.42,46.67,1386899484,10729.5,58.71,28.57,7184594048,98822.5,51.09,Industrial & Services
AUDK.LU,RTL Group SA,Media,2023,66.67,59.52,12,51,44,1174015411,11918,57.14,28.57,6731592466,98822.5,56.88,Industrial & Services
AUDK.LU,RTL Group SA,Media,2024,81.82,58.33,11,61,19,1011996071,12535,64.29,21.43,7000099324,98822.5,71.37,Industrial & Services
AVOL.S,Avolta AG,Specialty Retail,2017,90,63.01,10,50.28571429,1,1043518423,29363.5,24.34,62.294,7808785795,680697.925,63.04285714,Industrial & Services
AVOL.S,Avolta AG,Specialty Retail,2018,90,63.75,10,34,0,958936213.6,30071.5,24.14,62.294,7301813735,680697.925,61.36,Industrial & Services
AVOL.S,Avolta AG,Specialty Retail,2019,100,93.36,8,45,0,2216780327,30800,29.78,62.294,11539677619,680697.925,61.76,Industrial & Services
AVOL.S,Avolta AG,Specialty Retail,2020,90,87.58,10,49,0,309343577,24565.5,29.3,63.02,11346627500,895394.7,63.76,Industrial & Services
AVOL.S,Avolta AG,Specialty Retail,2021,100,94.31,10,50,0,1520828766,18870.5,17.81,72.94,9304867354,27990,65,Industrial & Services
AVOL.S,Avolta AG,Specialty Retail,2022,83.33,86.47,12,52,0,1749675465,21869,56.31,44.64,8160644743,349580,64.29,Industrial & Services
AVOL.S,Avolta AG,Specialty Retail,2023,100,86.03,11,57,6,2990255496,46125.5,53.69,55.09,16267023173,680697.925,65.08,Industrial & Services
AVOL.S,Avolta AG,Specialty Retail,2024,91.67,70.9,12,65,1,1541334038,28809.35714,67.75,75.78,10247062846,1449827,60.05,Industrial & Services
AXIA.KL,Axiata Group Bhd,Wireless Telecommunication Services,2017,22.22,26.85,9,31.92571429,23.79571429,2327533877,18816.5,30,89.642,12638417903,250601,30.41,Industrial & Services
AXIA.KL,Axiata Group Bhd,Wireless Telecommunication Services,2018,30,18.1,10,25,24,2048883535,12346,32.5,89.642,11002113317,274336.0343,33.67,Industrial & Services
AXIA.KL,Axiata Group Bhd,Wireless Telecommunication Services,2019,22.22,42.37,9,35,27,2616638053,11903.5,20.49,89.642,11711074346,249308.96,34.02,Industrial & Services
AXIA.KL,Axiata Group Bhd,Wireless Telecommunication Services,2020,11.11,76.15,9,32,0,2628991791,12215.5,23.53,82.69,12749618159,276042.79,32.42,Industrial & Services
AXIA.KL,Axiata Group Bhd,Wireless Telecommunication Services,2021,10,38.96,10,35,27,2119169068,12932,20.73,93.94,13037300432,245425.09,38.03,Industrial & Services
AXIA.KL,Axiata Group Bhd,Wireless Telecommunication Services,2022,10,52.81,10,33.48,28.57,1934369545,13761,23.21,84.15,15127243864,366453.4,31.88,Industrial & Services
AXIA.KL,Axiata Group Bhd,Wireless Telecommunication Services,2023,11.11,48.69,9,35,31,2147106972,12570.5,25.72,91.46,14200319390,293943,31.73,Industrial & Services
AXIA.KL,Axiata Group Bhd,Wireless Telecommunication Services,2024,36.36,52.2,11,28,29,2468996867,13506.42857,21.06,95.97,13832292972,238578,37.2,Industrial & Services
AYV.PA,Ayvens SA,Ground Transportation,2017,18.51833333,59.43,10.42857143,50.67571429,14.71142857,4700999268,6114,47.02428571,79.944,22226220895,144166.5714,88.98,Industrial & Services
AYV.PA,Ayvens SA,Ground Transportation,2018,20,30.56,10,11,0,4758234700,6426.5,42.59,79.944,23510413799,99549,82.65,Industrial & Services
AYV.PA,Ayvens SA,Ground Transportation,2019,25,41.5,12,53,16,4976907383,6627.5,50.98,79.944,25289330314,119881,87.93,Industrial & Services
AYV.PA,Ayvens SA,Ground Transportation,2020,20,25.63,10,56,23,5501221299,6702,32.5,75,26836468002,133198,90,Industrial & Services
AYV.PA,Ayvens SA,Ground Transportation,2021,11.11,92.66,9,60.73,16.98,5569424550,6873,81.29,77.27,26696905623,68449,88.42,Industrial & Services
AYV.PA,Ayvens SA,Ground Transportation,2022,18.51833333,76.65,10,53,16,5701840753,7147,49.49,75,28792701199,162352,89.84,Industrial & Services
AYV.PA,Ayvens SA,Ground Transportation,2023,10,73.23,10,58,16,8189994813,10911,44.19,79.03,67336143820,186848,94.44,Industrial & Services
AYV.PA,Ayvens SA,Ground Transportation,2024,25,75.78,12,63,15,10001863547,7257.285714,28.13,93.42,67496635262,238889,89.58,Industrial & Services
B4B.DE,METRO AG,Consumer Staples Distribution & Retail,2017,26.42857143,84.10571429,20,52.43428571,35.83428571,1686746988,153617.5,55.04571429,57.215,9345617765,1552724.386,33.52,Industrial & Services
B4B.DE,METRO AG,Consumer Staples Distribution & Retail,2018,30,91.59,20,51,49,1518334939,125451.5,33.04,57.215,8224314254,3291264,27.17,Industrial & Services
B4B.DE,METRO AG,Consumer Staples Distribution & Retail,2019,30,96.55,20,51,48,1578029643,99063,32.85,57.215,8994115083,2697540,28.43,Industrial & Services
B4B.DE,METRO AG,Consumer Staples Distribution & Retail,2020,30,95.18,20,50,45,1485838831,97622.5,31.22,43,8616224704,1024463,36.15,Industrial & Services
B4B.DE,METRO AG,Consumer Staples Distribution & Retail,2021,35,95.83,20,58,50,1446472414,96390,75.23,57.215,7875110020,741679.7,32.91,Industrial & Services
B4B.DE,METRO AG,Consumer Staples Distribution & Retail,2022,25,93.37,20,56.04,26.84,1485531744,95042.5,74.01,57.215,6358585413,914508,35.2,Industrial & Services
B4B.DE,METRO AG,Consumer Staples Distribution & Retail,2023,20,75.72,20,51,28,1241979980,93072.5,73.02,57.215,6009069096,1120115.2,34.69,Industrial & Services
