Identifier,Company Name,GICS Industry Name,Year,Board Cultural Diversity Percent,Board Gender Diversity Percent Score,Board Size,DIR Diversity Score,DIR Inclusion Score,EBITDA,Employees Prd/Prd Avg FY,Executive Members Gender Diversity Percent Score,Executives Cultural Diversity Score,Total Capital,Training Hours Total,Women Employees Score
HNKG_p.DE,Henkel AG & Co KGaA,Household Products,2023,11.76,85.79,17.0,44.0,78.0,4065641795.33,49475.0,73.02,34.44,25262379570.26,901120.0,91.04
HNKG_p.DE,Henkel AG & Co KGaA,Household Products,2024,18.75,88.17,16.0,54.0,76.0,4055285226.21,47450.0,65.95,23.57,27032819132.42,955000.0,91.57
HOLN.S,Holcim AG,Construction Materials,2017,53.33,25.0,15.0,55.04333333333333,17.715,5690239146.05,86431.5,29.22,81.73142857142857,50780047213.38,2400000.0,55.0
HOLN.S,Holcim AG,Construction Materials,2018,57.14,17.12,14.0,55.04333333333333,17.715,5759119625.03,79507.5,64.47,75.0,46913592826.57,2400000.0,73.33
HOLN.S,Holcim AG,Construction Materials,2019,66.67,14.38,12.0,49.0,44.0,6652200867.95,74753.5,64.37,89.29,47186402149.2,2400000.0,64.71
HOLN.S,Holcim AG,Construction Materials,2020,70.0,22.66,10.0,51.0,0.0,6641057507.63,69930.5,73.9,85.71,47881595299.97,2400000.0,59.09
HOLN.S,Holcim AG,Construction Materials,2021,72.73,76.8,11.0,61.0,20.0,7105897829.42,68540.5,84.71,85.94,51616969962.73,2400000.0,55.43
HOLN.S,Holcim AG,Construction Materials,2022,66.67,70.79,12.0,54.0,19.0,7695802682.82,65047.0,76.09,88.07,48165296408.48,2400000.0,57.02
HOLN.S,Holcim AG,Construction Materials,2023,66.67,67.15,12.0,55.26,14.29,8076054664.29,61935.0,88.83,75.89,47417706476.53,2400000.0,64.08
HOLN.S,Holcim AG,Construction Materials,2024,72.73,86.03,11.0,60.0,9.0,7495590828.92,63556.5,93.6,72.22,45060626102.29,2400000.0,76.7
HPQ.N,HP Inc,Technology Hardware Storage & Peripherals,2017,9.545,98.18,12.0,57.0,71.0,4209000000.0,49000.0,98.35,42.86,4411000000.0,1100000.0,69.64
HPQ.N,HP Inc,Technology Hardware Storage & Peripherals,2018,9.545,97.72,10.0,58.0,69.0,4614000000.0,52000.0,97.81,50.0,5348000000.0,1510000.0,64.06
HPQ.N,HP Inc,Technology Hardware Storage & Peripherals,2019,10.0,96.52,10.0,57.0,69.0,4926000000.0,55500.0,98.31,77.27,3944000000.0,1660000.0,53.95
HPQ.N,HP Inc,Technology Hardware Storage & Peripherals,2020,9.09,97.99,11.0,61.0,43.0,4726000000.0,54500.0,97.84,56.71,3989000000.0,1600000.0,51.14
HPQ.N,HP Inc,Technology Hardware Storage & Peripherals,2021,9.545,94.47,12.0,62.0,50.0,6459000000.0,52000.0,92.36,56.71,5842000000.0,1700000.0,56.78
HPQ.N,HP Inc,Technology Hardware Storage & Peripherals,2022,9.545,92.01,12.0,60.57,50.0,5888000000.0,54500.0,78.28,56.71,7989000000.0,1750000.0,52.74
HPQ.N,HP Inc,Technology Hardware Storage & Peripherals,2023,9.545,95.61,13.0,55.0,50.0,5064000000.0,58000.0,86.97,56.71,8415000000.0,1740000.0,54.82
HPQ.N,HP Inc,Technology Hardware Storage & Peripherals,2024,9.545,94.54,13.0,58.0,47.0,5021000000.0,58000.0,92.17,56.71,8346000000.0,1752224.0,61.24
HTC.BK,Haad Thip PCL,Beverages,2017,21.43,58.61,13.0,36.165,8.235,17688670.97,2301.0,36.9375,75.0,106167396.93,8965.535,33.1175
HTC.BK,Haad Thip PCL,Beverages,2018,21.43,58.61,13.0,36.165,8.235,17169230.44,2329.5,36.9375,75.0,109805871.95,8965.535,33.1175
HTC.BK,Haad Thip PCL,Beverages,2019,21.43,58.61,13.0,36.165,8.235,26539320.23,2313.5,36.9375,75.0,119149038.31,8965.535,33.1175
HTC.BK,Haad Thip PCL,Beverages,2020,21.43,58.61,13.0,36.165,8.235,36139332.22,2260.5,36.9375,75.0,129670503.0,8965.535,33.1175
HTC.BK,Haad Thip PCL,Beverages,2021,21.43,84.75,12.0,22.66,2.94,29238818.84,2285.5,82.39,75.0,122047501.35,3431.7,30.0
HTC.BK,Haad Thip PCL,Beverages,2022,21.43,82.32,12.0,39.0,12.0,27001253.39,2413.5,42.27,75.0,126834270.44,14296.01,34.38
HTC.BK,Haad Thip PCL,Beverages,2023,21.43,36.36,14.0,39.0,9.0,32235041.63,2461.0,12.03,75.0,134522620.96,4406.16,34.24
HTC.BK,Haad Thip PCL,Beverages,2024,21.43,31.01,14.0,44.0,9.0,34279225.63,2337.785714285714,11.06,75.0,151537211.91,13728.27,33.85
HUBN.S,Huber+Suhner AG,Electrical Equipment,2017,12.5,31.51,8.0,28.0,0.0,92888227.45,4115.5,73.03,16.928000000000004,609113209.48,19120.0,89.6
HUBN.S,Huber+Suhner AG,Electrical Equipment,2018,12.5,34.38,7.0,23.0,0.0,118593845.53,4328.0,64.37,16.928000000000004,632516812.72,52238.6,89.6
HUBN.S,Huber+Suhner AG,Electrical Equipment,2019,12.5,35.94,7.0,16.0,0.0,115525935.11,4639.5,73.9,16.928000000000004,608708410.83,52238.6,89.6
HUBN.S,Huber+Suhner AG,Electrical Equipment,2020,12.5,35.29,7.0,17.0,0.0,100946785.67,4616.5,69.75,9.9,669144729.41,52238.6,89.6
HUBN.S,Huber+Suhner AG,Electrical Equipment,2021,12.5,50.74,6.0,25.71,7.69,150894540.67,4499.0,46.89,15.14,705711466.78,42752.0,91.0
HUBN.S,Huber+Suhner AG,Electrical Equipment,2022,12.5,43.96,6.0,35.0,18.0,146354392.04,4528.5,70.39,10.27,656265685.85,65216.0,93.1
HUBN.S,Huber+Suhner AG,Electrical Equipment,2023,12.5,36.52,6.0,30.0,23.0,131288175.88,4289.0,69.21,15.74,724455139.63,73257.0,87.31
HUBN.S,Huber+Suhner AG,Electrical Equipment,2024,12.5,82.09,8.0,33.0,21.0,122355986.04999998,4430.857142857143,63.75,33.59,657987922.1000001,60848.0,86.99
ICL.TA,ICL Group Ltd,Chemicals,2017,20.0,11.76,10.0,44.702,3.076,1022000000.0,13020.5,55.88,25.0,6140000000.0,220212.0,26.67
ICL.TA,ICL Group Ltd,Chemicals,2018,10.0,11.9,10.0,49.0,0.0,1131000000.0,12376.0,52.38,41.666,6340000000.0,220212.0,34.38
ICL.TA,ICL Group Ltd,Chemicals,2019,9.09,6.52,11.0,45.0,0.0,1184000000.0,12121.0,67.39,41.666,6662000000.0,220212.0,42.38
ICL.TA,ICL Group Ltd,Chemicals,2020,13.030000000000001,39.58,11.0,38.0,0.0,781000000.0,11930.5,56.25,41.666,6820000000.0,211576.0,36.22
ICL.TA,ICL Group Ltd,Chemicals,2021,13.030000000000001,55.56,10.0,40.0,0.0,1690000000.0,12488.5,69.64,50.0,7749000000.0,342544.0,39.07
ICL.TA,ICL Group Ltd,Chemicals,2022,13.030000000000001,78.57,11.0,51.51,15.38,4022000000.0,13426.0,78.57,50.0,8537000000.0,106516.0,38.56
ICL.TA,ICL Group Ltd,Chemicals,2023,13.030000000000001,44.74,10.0,44.702,3.076,1677000000.0,13484.5,75.0,33.33,8724000000.0,220212.0,40.04
ICL.TA,ICL Group Ltd,Chemicals,2024,13.030000000000001,69.15,12.0,44.702,3.076,1371000000.0,12692.42857142857,54.26,50.0,8280000000.0,220212.0,46.7
ICT.PS,International Container Terminal Services Inc,Transportation Infrastructure,2017,28.57,19.23,7.0,18.0,0.0,672712070.0,7818.5,5.77,86.11,4728864570.0,146907.72285714286,9.606666666666667
ICT.PS,International Container Terminal Services Inc,Transportation Infrastructure,2018,28.57,19.23,7.0,20.0,0.0,771863260.0,7749.0,5.77,86.11,4933410750.0,15568.0,9.606666666666667
ICT.PS,International Container Terminal Services Inc,Transportation Infrastructure,2019,33.33,15.38,6.0,26.0,0.0,833479730.0,8433.0,5.77,83.33,5147070810.0,145831.1,15.63
ICT.PS,International Container Terminal Services Inc,Transportation Infrastructure,2020,28.57,16.67,7.0,28.0,0.0,878946930.0,8779.5,3.7,83.33,5567031880.0,184687.88,7.26
ICT.PS,International Container Terminal Services Inc,Transportation Infrastructure,2021,28.57,8.33,7.0,25.0,0.0,1140437900.0,9015.5,2.63,87.5,5667849110.0,88969.6,7.75
ICT.PS,International Container Terminal Services Inc,Transportation Infrastructure,2022,14.29,3.95,7.0,22.0,14.0,1385986570.0,10074.5,3.95,87.5,6305654280.0,178566.48,9.38
ICT.PS,International Container Terminal Services Inc,Transportation Infrastructure,2023,14.29,3.85,7.0,15.0,62.0,1507435510.0,10273.0,3.85,83.33,6447073420.0,208791.0,7.74
ICT.PS,International Container Terminal Services Inc,Transportation Infrastructure,2024,12.5,5.13,8.0,16.0,62.0,1769400230.0,10819.0,11.54,91.67,6825160650.0,205940.0,9.88
IDCC.OQ,InterDigital Inc,Software,2017,11.11,35.09,9.0,26.0,0.0,358548000.0,355.0,50.02,45.45,1158274000.0,8333.7,56.7425
IDCC.OQ,InterDigital Inc,Software,2018,11.11,72.69,9.0,24.0,0.0,128703000.0,370.0,48.05,45.45,1255390000.0,8333.7,56.7425
IDCC.OQ,InterDigital Inc,Software,2019,11.11,83.28,7.0,25.0,0.0,114929000.0,438.5,38.53,45.45,1231039000.0,8333.7,56.7425
IDCC.OQ,InterDigital Inc,Software,2020,11.11,78.5,7.0,21.0,0.0,139609000.0,500.5,59.78,45.45,1164558000.0,8333.7,56.7425
IDCC.OQ,InterDigital Inc,Software,2021,11.11,72.3,7.0,23.0,0.0,177276000.0,512.0,45.67,45.45,1175662000.0,8333.7,58.0
IDCC.OQ,InterDigital Inc,Software,2022,11.11,62.1,7.0,32.0,15.0,232367000.0,467.5,48.28,45.45,1337579000.0,8333.7,57.76
IDCC.OQ,InterDigital Inc,Software,2023,11.11,42.64,8.0,26.0,15.0,301907000.0,437.5,46.7,45.45,1189320000.0,8837.4,52.99
IDCC.OQ,InterDigital Inc,Software,2024,11.11,30.18,9.0,25.0,21.0,514825000.0,440.0,44.71,45.45,1328987000.0,7830.0,58.22
IMCD.AS,IMCD NV,Trading Companies & Distributors,2017,40.0,33.64,5.0,41.166666666666664,6.666666666666667,197520423.22,2064.0,18.0,67.71,1531676683.34,44462.0,99.16999999999999
IMCD.AS,IMCD NV,Trading Companies & Distributors,2018,40.0,35.34,5.0,30.0,0.0,235303697.59,2532.0,20.19,67.71,1691738921.0,44462.0,99.52
IMCD.AS,IMCD NV,Trading Companies & Distributors,2019,40.0,25.0,6.0,26.0,0.0,276618164.7,2895.0,18.67,67.71,1868443826.65,44462.0,99.61
IMCD.AS,IMCD NV,Trading Companies & Distributors,2020,40.0,31.55,5.0,25.0,0.0,321833170.49,3144.5,17.11,67.71,2385622862.73,44462.0,99.67
IMCD.AS,IMCD NV,Trading Companies & Distributors,2021,40.0,91.95,7.0,47.0,0.0,458955732.9,3519.0,17.81,67.71,2579442057.16,44462.0,99.2
IMCD.AS,IMCD NV,Trading Companies & Distributors,2022,40.0,77.72,5.0,41.166666666666664,6.666666666666667,625449486.3,4031.5,16.85,67.71,2832634845.89,44462.0,98.94
IMCD.AS,IMCD NV,Trading Companies & Distributors,2023,40.0,70.21,5.0,61.0,33.0,602318651.85,4529.5,17.55,67.71,3643993687.44,22620.0,98.58
IMCD.AS,IMCD NV,Trading Companies & Distributors,2024,40.0,63.89,5.0,58.0,7.0,592506470.65,4931.0,36.11,67.71,4061374883.53,66304.0,98.67
IMTP.PA,Imerys SA,Construction Materials,2017,27.78,45.36,18.0,44.044999999999995,10.378333333333332,973476805.7,17028.0,10.31,73.77,6636556663.19,293191.0,62.43
IMTP.PA,Imerys SA,Construction Materials,2018,33.33,24.07,18.0,50.0,22.0,542595650.98,17289.5,10.19,73.77,6227176805.21,341927.0,66.42
IMTP.PA,Imerys SA,Construction Materials,2019,33.33,33.01,15.0,39.0,26.0,824271909.96,15621.5,26.47,73.77,6189381880.14,508356.0,64.52
IMTP.PA,Imerys SA,Construction Materials,2020,30.77,68.13,13.0,46.0,3.0,799706888.13,15146.5,28.13,73.77,6260258915.49,367453.0,62.09
IMTP.PA,Imerys SA,Construction Materials,2021,41.67,9.24,12.0,44.044999999999995,10.378333333333332,776550030.69,15421.0,22.31,71.21,6002432758.11,212640.0,60.42
IMTP.PA,Imerys SA,Construction Materials,2022,30.77,5.58,13.0,43.27,3.27,788527397.26,14300.0,25.38,70.31,6075021404.11,220499.0,62.79
IMTP.PA,Imerys SA,Construction Materials,2023,25.0,9.34,12.0,39.0,4.0,641298709.9,13363.0,11.36,69.35,6107953604.89,234840.0,62.84
IMTP.PA,Imerys SA,Construction Materials,2024,25.0,29.43,12.0,47.0,4.0,597887980.12,13297.0,71.61,84.21,5395693135.94,259568.0,64.56
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2017,70.0,84.62,10.0,41.0,40.0,108275000.0,3133.0,65.38,36.339999999999996,1892405000.0,72820.0,16.67
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2018,70.0,82.14,10.0,41.0,36.0,214552000.0,3128.5,55.95,36.339999999999996,1920246000.0,73304.0,16.17
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2019,66.67,29.07,6.0,28.0,29.0,224388000.0,3068.0,56.98,16.67,1942813000.0,123393.0,13.1
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2020,80.0,30.43,5.0,36.0,29.0,257515000.0,3025.0,77.17,36.84,2020454000.0,125070.0,16.6
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2021,40.0,58.0,10.0,27.71,46.15,380659000.0,2986.0,72.22,19.44,2159212000.0,153990.0,18.58
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2022,30.0,51.2,10.0,24.0,36.0,440351000.0,2950.0,71.69,48.33,2360514000.0,121781.0,14.12
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2023,50.0,85.71,10.0,49.0,31.0,482025000.0,2978.5,78.57,59.26,2573158000.0,117360.0,18.89
INCO.JK,Vale Indonesia Tbk PT,Metals & Mining,2024,50.0,83.87,10.0,51.0,34.0,232355000.0,3030.5,79.03,37.5,2740803000.0,87639.0,23.67
INPST.AS,InPost SA,Air Freight & Logistics,2017,86.31,66.45333333333333,7.333333333333333,41.0,6.5,268089100.34857145,3769.6666666666665,22.0,62.379999999999995,922624335.1814287,81821.20999999999,89.4175
INPST.AS,InPost SA,Air Freight & Logistics,2018,86.31,66.45333333333333,7.333333333333333,41.0,6.5,8417363.33,3769.6666666666665,22.0,62.379999999999995,208595478.18,81821.20999999999,89.4175
INPST.AS,InPost SA,Air Freight & Logistics,2019,86.31,66.45333333333333,7.333333333333333,41.0,6.5,30590689.09,1768.5,22.0,62.379999999999995,254592614.38,81821.20999999999,89.4175
INPST.AS,InPost SA,Air Freight & Logistics,2020,86.31,66.45333333333333,7.333333333333333,41.0,6.5,93672554.71,1994.0,22.0,62.379999999999995,338201950.96,81821.20999999999,89.4175
INPST.AS,InPost SA,Air Freight & Logistics,2021,86.31,66.45333333333333,7.333333333333333,29.0,0.0,264602505.97,2469.0,22.0,62.379999999999995,520994875.37,50607.84,92.11
INPST.AS,InPost SA,Air Freight & Logistics,2022,71.43,64.29,7.0,41.0,6.5,356418206.62,4053.0,22.62,53.57,1478878829.22,53532.6,91.46
INPST.AS,InPost SA,Air Freight & Logistics,2023,100.0,61.9,7.0,41.0,6.5,437532838.38,5718.5,21.43,53.57,1637578526.56,94796.4,85.56
INPST.AS,InPost SA,Air Freight & Logistics,2024,87.5,73.17,8.0,53.0,13.0,685389544.34,6615.0,21.95,80.0,2019528071.6,128348.0,88.54
INTP.JK,Indocement Tunggal Prakarsa Tbk PT,Construction Materials,2017,71.43,29.49,7.0,22.146,28.913999999999998,345138827.02,6765.0,14.1,83.376,1948469710.47,225000.0,15.0
INTP.JK,Indocement Tunggal Prakarsa Tbk PT,Construction Materials,2018,71.43,29.76,7.0,23.0,29.0,225895097.68,6340.5,17.86,83.376,1818245189.83,158017.0,13.24
INTP.JK,Indocement Tunggal Prakarsa Tbk PT,Construction Materials,2019,57.14,29.07,7.0,22.0,25.0,164537808.7,5893.0,18.6,83.376,1623493634.78,160463.0,12.5
INTP.JK,Indocement Tunggal Prakarsa Tbk PT,Construction Materials,2020,57.14,30.43,7.0,26.0,31.0,225013688.76,5465.0,17.39,89.47,1670788472.62,146207.5,16.3
INTP.JK,Indocement Tunggal Prakarsa Tbk PT,Construction Materials,2021,50.0,27.0,6.0,20.73,28.57,240768874.64,5119.5,18.06,88.89,1615168019.94,97547.0,16.67
INTP.JK,Indocement Tunggal Prakarsa Tbk PT,Construction Materials,2022,57.14,24.1,7.0,19.0,31.0,233165964.91,4844.0,13.86,86.67,1466437052.63,138822.0,20.42
INTP.JK,Indocement Tunggal Prakarsa Tbk PT,Construction Materials,2023,57.14,23.08,7.0,22.146,28.913999999999998,221874397.69,4640.5,17.03,90.74,1320551365.24,163105.0,26.7
INTP.JK,Indocement Tunggal Prakarsa Tbk PT,Construction Materials,2024,42.86,22.04,7.0,22.146,28.913999999999998,237659304.97,4668.0,14.52,61.11,1544291783.05,179459.0,28.19
IPL.AX,Incitec Pivot Ltd,Chemicals,2017,15.242,76.55,7.0,37.0,33.0,507265107.9,5194.4,93.01,40.28,5469940860.85,1867526.0,30.73
IPL.AX,Incitec Pivot Ltd,Chemicals,2018,15.242,64.52,8.0,31.0,31.0,562265541.99,5194.4,87.22,40.28,5145607910.32,1867526.0,31.9
IPL.AX,Incitec Pivot Ltd,Chemicals,2019,14.29,94.97,7.0,38.0,25.0,353107916.58,4750.0,80.78,40.28,4956603900.92,1867526.0,34.25
IPL.AX,Incitec Pivot Ltd,Chemicals,2020,16.67,96.89,6.0,54.0,25.0,452576175.3,5000.0,77.35,40.28,5242794228.22,1867526.0,36.75
IPL.AX,Incitec Pivot Ltd,Chemicals,2021,16.67,96.57,6.0,54.0,18.0,607345959.58,5000.0,70.94,40.28,5260461452.86,1867526.0,34.31
IPL.AX,Incitec Pivot Ltd,Chemicals,2022,14.29,88.71,7.0,53.55,18.18,766000217.67,5411.0,83.13,40.28,5280119845.58,1867526.0,34.11
IPL.AX,Incitec Pivot Ltd,Chemicals,2023,14.29,85.61,7.0,55.0,9.0,439443071.86,5811.0,70.5,41.67,5400131253.86,1793176.0,44.03
IPL.AX,Incitec Pivot Ltd,Chemicals,2024,15.242,34.78,8.0,45.0,9.0,484808682.73,5194.4,59.93,38.89,4701047319.48,1941876.0,42.75
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2017,40.0,29.49,10.0,27.251666666666665,27.0,948389310.73,4403.5,48.72,58.43,2760876225.58,59080.0,26.29
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2018,50.0,29.76,10.0,29.0,29.0,470764452.17,4046.0,65.48,58.43,2579600556.52,59080.0,8.02
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2019,54.55,29.07,11.0,26.0,27.0,759795172.91,3704.0,38.37,83.33,3156745028.82,59080.0,14.34
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2020,50.0,30.43,10.0,23.0,29.0,876044230.77,3406.0,38.04,71.05,2901261609.69,59080.0,9.77
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2021,50.0,58.0,10.0,23.51,25.0,967165333.33,2997.5,44.44,75.0,3099443859.65,43458.0,10.21
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2022,33.33,48.8,21.0,27.251666666666665,27.0,1270414584.0,3353.0,29.52,38.33,5612109283.65,43458.0,9.73
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2023,52.63,46.7,19.0,21.0,25.0,1544638454.04,3928.0,35.71,9.26,5688849236.77,71321.0,6.73
ISAT.JK,Indosat Tbk PT,Wireless Telecommunication Services,2024,53.33,22.04,15.0,41.0,27.0,976744505.4214284,3691.1428571428573,33.87,73.61,5704117837.17,78083.0,19.82
IVG.MI,Iveco Group NV,Machinery,2017,100.0,43.150000000000006,9.0,60.0,65.0,1476293337.8614285,34208.25,47.045,11.225,8864283595.872858,417588.0,41.129999999999995
IVG.MI,Iveco Group NV,Machinery,2018,100.0,43.150000000000006,9.0,60.0,65.0,1596476740.99,34208.25,47.045,11.225,8620056885.95,417588.0,41.129999999999995
IVG.MI,Iveco Group NV,Machinery,2019,100.0,43.150000000000006,9.0,60.0,65.0,1432639060.15,32552.0,47.045,11.225,8816671524.34,417588.0,41.129999999999995
IVG.MI,Iveco Group NV,Machinery,2020,100.0,43.150000000000006,9.0,60.0,65.0,806057645.33,32578.5,47.045,11.225,9341719589.64,417588.0,41.129999999999995
IVG.MI,Iveco Group NV,Machinery,2021,100.0,43.150000000000006,9.0,60.0,65.0,1260714366.91,33382.0,47.045,11.225,9203555919.33,417588.0,41.129999999999995
IVG.MI,Iveco Group NV,Machinery,2022,100.0,43.150000000000006,9.0,60.0,65.0,1327054794.52,34871.5,47.045,11.225,7303082191.78,417588.0,41.129999999999995
IVG.MI,Iveco Group NV,Machinery,2023,100.0,45.74,9.0,60.0,65.0,1969916016.47,35824.0,57.98,19.32,9369516515.29,402131.0,39.46
IVG.MI,Iveco Group NV,Machinery,2024,100.0,40.56,9.0,60.0,65.0,1941194740.66,36041.5,36.11,3.13,9395382544.78,433045.0,42.8
JBSS3.SA,JBS SA,Food Products,2017,11.705714285714285,82.42,8.0,12.0,2.0,3407483708.35,237540.5,22.22,83.33,24522828599.53,4154189.0,67.14833333333334
JBSS3.SA,JBS SA,Food Products,2018,11.11,20.92,9.0,9.0,5.0,4280189305.88,236030.5,25.0,83.33,25109543492.04,4154189.0,67.14833333333334
JBSS3.SA,JBS SA,Food Products,2019,12.5,18.69,8.0,9.0,0.0,3217720080.4,232500.0,26.02,83.33,21672955623.13,4154189.0,65.14
JBSS3.SA,JBS SA,Food Products,2020,12.5,58.94,8.0,12.0,1.0,5005490171.68,236000.0,26.4,83.33,22449747698.43,4154189.0,68.61
JBSS3.SA,JBS SA,Food Products,2021,11.11,45.38,9.0,37.88,28.57,5430698153.53,246000.0,27.38,83.33,22249144733.04,4154189.0,64.06
JBSS3.SA,JBS SA,Food Products,2022,12.5,79.79,8.0,36.0,29.0,7803573057.11,250000.0,22.34,83.33,26698624490.6,4154189.0,67.92
JBSS3.SA,JBS SA,Food Products,2023,11.11,75.87,9.0,41.0,27.0,6662492243.66,255000.0,21.83,83.33,28593832765.8,4154189.0,68.37
JBSS3.SA,JBS SA,Food Products,2024,11.11,72.34,9.0,31.0,27.0,3542788071.14,265000.0,21.43,83.33,31477929968.47,4154189.0,68.79
JDEP.AS,JDE Peets NV,Food Products,2017,92.9775,41.872,16.6,49.333333333333336,6.666666666666667,1320761507.18,20018.35714285714,82.67,55.46,21406892911.55,318958.25,73.046
JDEP.AS,JDE Peets NV,Food Products,2018,92.9775,41.872,16.6,49.333333333333336,6.666666666666667,1448527387.83,18481.0,82.67,55.46,19407743829.71,318958.25,73.046
JDEP.AS,JDE Peets NV,Food Products,2019,92.9775,41.872,16.6,49.333333333333336,6.666666666666667,1663565231.04,20652.0,82.67,55.46,18735286864.11,318958.25,73.046
JDEP.AS,JDE Peets NV,Food Products,2020,92.9775,38.69,14.0,35.0,0.0,1684171958.96,20785.0,80.26,55.46,19309965803.62,318958.25,68.06
JDEP.AS,JDE Peets NV,Food Products,2021,92.86,27.59,26.0,52.0,0.0,1707477889.18,19940.5,91.79,55.46,18229770593.18,159448.0,74.11
JDEP.AS,JDE Peets NV,Food Products,2022,92.86,21.2,14.0,49.333333333333336,6.666666666666667,1471532534.25,19776.0,79.89,47.73,17229238013.7,252324.0,74.91
JDEP.AS,JDE Peets NV,Food Products,2023,93.33,70.21,15.0,49.333333333333336,6.666666666666667,1518545904.01,19993.5,80.85,48.86,18794212750.93,470117.0,74.93
JDEP.AS,JDE Peets NV,Food Products,2024,92.86,51.67,14.0,61.0,20.0,1572626565.9,20500.5,80.56,69.79,17298892224.87,393944.0,73.22
JMAT.L,Johnson Matthey PLC,Chemicals,2017,11.11,83.25,9.0,42.0,22.0,834242846.21,12354.0,51.43,15.85,4115514407.94,318070.5,73.33
JMAT.L,Johnson Matthey PLC,Chemicals,2018,22.22,76.36,9.0,55.0,24.0,988059199.46,12266.5,45.85,15.85,4804350263.48,318070.5,80.31
JMAT.L,Johnson Matthey PLC,Chemicals,2019,22.22,70.2,9.0,58.0,27.0,968204326.3,12653.5,95.1,15.85,5110763617.41,318070.5,81.79
JMAT.L,Johnson Matthey PLC,Chemicals,2020,20.0,57.82,10.0,52.0,29.0,1017037552.16,13463.5,68.26,15.85,5277667395.19,318070.5,79.79
JMAT.L,Johnson Matthey PLC,Chemicals,2021,28.57,45.57,7.0,59.19,30.77,943864193.79,13749.5,87.96,15.85,5591534158.24,318070.5,76.69
JMAT.L,Johnson Matthey PLC,Chemicals,2022,33.33,51.21,9.0,53.238,26.553999999999995,946890102.96,13990.5,40.53,15.85,4846081109.48,318070.5,81.45
JMAT.L,Johnson Matthey PLC,Chemicals,2023,33.33,42.9,9.0,53.238,26.553999999999995,809047519.21,13543.5,63.53,15.85,5182344017.86,322983.0,82.69
JMAT.L,Johnson Matthey PLC,Chemicals,2024,44.44,77.64,9.0,53.238,26.553999999999995,739712193.89,12175.5,79.74,15.85,4885130017.67,313158.0,84.71
JUNG_p.DE,Jungheinrich AG,Machinery,2017,8.116666666666665,65.14,12.333333333333334,33.115,25.916666666666668,508600714.89,14486.0,62.65000000000001,39.0475,2722211942.81,765596.0,47.96
JUNG_p.DE,Jungheinrich AG,Machinery,2018,8.116666666666665,65.14,12.333333333333334,33.115,25.916666666666668,649547150.35,15629.0,62.65000000000001,39.0475,3609872722.26,765596.0,47.96
JUNG_p.DE,Jungheinrich AG,Machinery,2019,8.33,65.23,12.0,25.0,39.0,678818010.83,17062.5,32.85,39.0475,4030260803.74,765596.0,52.65
JUNG_p.DE,Jungheinrich AG,Machinery,2020,8.33,64.72,12.0,27.0,41.0,746883617.69,18129.0,31.22,28.0,4501768939.31,765596.0,49.54
JUNG_p.DE,Jungheinrich AG,Machinery,2021,8.33,68.84,12.0,32.0,38.0,778108207.13,18242.0,73.37,45.74,5052285051.29,765596.0,47.05
JUNG_p.DE,Jungheinrich AG,Machinery,2022,7.69,51.97,13.0,27.69,12.5,833383352.66,18603.0,82.97,43.88,4810912170.61,765596.0,45.49
JUNG_p.DE,Jungheinrich AG,Machinery,2023,7.69,82.19,13.0,41.0,13.0,832954837.33,19455.0,80.94,39.0475,4980522260.27,765596.0,45.54
JUNG_p.DE,Jungheinrich AG,Machinery,2024,8.33,57.89,12.0,46.0,12.0,958827099.86,20462.0,74.55,38.57,5841196075.62,765596.0,47.49
KELG.KL,Kelington Group Bhd,Construction & Engineering,2017,18.18,20.790000000000003,10.333333333333334,31.333333333333332,38.666666666666664,5025469.83,478.375,19.986666666666668,23.39,26889218.6,9648.333333333334,63.85
KELG.KL,Kelington Group Bhd,Construction & Engineering,2018,18.18,20.790000000000003,10.333333333333334,31.333333333333332,38.666666666666664,7004116.22,478.375,19.986666666666668,23.39,32284503.63,9648.333333333334,63.85
KELG.KL,Kelington Group Bhd,Construction & Engineering,2019,18.18,20.790000000000003,10.333333333333334,31.333333333333332,38.666666666666664,8912203.47,478.375,19.986666666666668,23.39,47527757.4,9648.333333333334,63.85
KELG.KL,Kelington Group Bhd,Construction & Engineering,2020,18.18,20.790000000000003,10.333333333333334,31.333333333333332,38.666666666666664,7977860.7,405.5,19.986666666666668,23.39,56428606.97,9648.333333333334,63.85
